Memory,Memory_Bandwidth,Memory_Speed,Pixel_Rate,TMUs,Max_Power,Manufacturer,Memory_Type
4096,256,1000,46,80,294,AMD,GDDR
1024,1536,1200,29,80,188,AMD,GDDR
4096,256,1000,46,160,294,AMD,GDDR
128,128,400,2,4,25,Nvidia,DDR
4096,512,1000,93,160,588,AMD,GDDR
2048,3072,1200,54,80,350,AMD,GDDR
256,40,625,64,32,65,Nvidia,GDDR
1024,1536,1200,27,80,300,AMD,GDDR
2048,1536,1200,27,80,195,AMD,GDDR
1024,144,1125,24,72,151,AMD,GDDR
1024,1344,1050,24,72,151,AMD,GDDR
1024,1344,1050,24,72,170,AMD,GDDR
1536,768,800,64,44,150,Nvidia,GDDR
1024,128,1000,23,72,151,AMD,GDDR
1024,1536,1200,27,80,188,AMD,GDDR
1024,128,1000,13,56,175,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
2048,256,1000,54,72,300,AMD,GDDR
1024,128,1000,24,72,151,AMD,GDDR
2048,1536,1200,27,40,206,AMD,GDDR
2048,128,1000,23,72,185,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,144,1125,24,72,151,AMD,GDDR
1024,128,1000,23,72,151,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,768,1200,14,40,150,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
512,768,1200,14,40,108,AMD,GDDR
1024,128,1000,23,72,151,AMD,GDDR
1024,1536,1200,27,40,130,AMD,GDDR
1024,64,1000,6,20,66,AMD,GDDR
512,736,1150,11,36,86,AMD,GDDR
1024,608,950,6,20,65,AMD,GDDR
1024,736,1150,11,36,86,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,64,1000,8,20,66,AMD,GDDR
1024,256,800,6,20,64,AMD,DDR
1024,256,800,5,20,26,AMD,DDR
1024,64,1000,6,20,64,AMD,GDDR
1024,64,1000,6,20,64,AMD,GDDR
1024,256,800,6,20,64,AMD,DDR
512,288,900,5,20,39,AMD,DDR
2048,256,800,5,20,66,AMD,DDR
512,64,1000,6,20,61,AMD,GDDR
1024,64,1000,6,20,66,AMD,GDDR
1024,288,900,5,20,42,AMD,DDR
1024,107,667,3,8,19,AMD,DDR
1024,72,450,3,8,20,AMD,DDR
256,64,400,3,8,19,AMD,DDR
1024,64,1000,4,16,39,AMD,GDDR
512,64,1000,4,16,39,AMD,GDDR
3072,264,1375,30,128,300,AMD,GDDR
512,128,800,3,8,19,AMD,DDR
3072,264,1375,31,128,250,AMD,GDDR
2048,64,400,3,8,40,AMD,DDR
3072,2736,1425,34,128,250,AMD,GDDR
512,64,400,3,8,20,AMD,DDR
3072,2736,1425,30,128,230,AMD,GDDR
3072,2736,1425,35,128,230,AMD,GDDR
3072,2736,1425,34,128,250,AMD,GDDR
3072,264,1375,35,128,250,AMD,GDDR
3072,264,1375,32,128,250,AMD,GDDR
6144,288,1500,37,128,265,AMD,GDDR
3072,264,1375,30,128,250,AMD,GDDR
3072,288,1500,35,128,250,AMD,GDDR
3072,288,1500,35,128,250,AMD,GDDR
6144,288,1500,35,128,250,AMD,GDDR
3072,264,1375,32,128,230,AMD,GDDR
3072,288,1500,35,128,250,AMD,GDDR
3072,288,1500,34,128,250,AMD,GDDR
3072,288,1500,37,128,300,AMD,GDDR
3072,288,1500,34,128,250,AMD,GDDR
3072,2688,1400,34,128,230,AMD,GDDR
3072,2688,1400,32,128,300,AMD,GDDR
3072,264,1375,30,128,250,AMD,GDDR
3072,288,1500,35,128,250,AMD,GDDR
3072,264,1375,30,128,300,AMD,GDDR
3072,264,1375,30,128,250,AMD,GDDR
6144,6336,1650,70,128,500,AMD,GDDR
3072,3168,1650,35,128,300,AMD,GDDR
6144,528,1375,59,128,460,AMD,GDDR
3072,240,1250,29,112,200,AMD,GDDR
3072,240,1250,29,112,200,AMD,GDDR
3072,240,1250,32,112,200,AMD,GDDR
3072,240,1250,30,112,200,AMD,GDDR
3072,240,1250,30,112,200,AMD,GDDR
3072,240,1250,28,112,200,AMD,GDDR
3072,240,1250,28,112,200,AMD,GDDR
3072,240,1250,30,112,200,AMD,GDDR
3072,240,1250,28,112,200,AMD,GDDR
6144,480,1250,61,112,400,AMD,GDDR
3072,240,1250,27,112,200,AMD,GDDR
3072,240,1250,31,112,200,AMD,GDDR
3072,264,1375,30,112,200,AMD,GDDR
3072,240,1250,26,112,200,AMD,GDDR
3072,240,1250,29,112,160,AMD,GDDR
3072,240,1250,26,112,200,AMD,GDDR
6144,480,1250,55,112,375,AMD,GDDR
3072,240,1250,28,112,200,AMD,GDDR
3072,264,1375,29,112,190,AMD,GDDR
3072,240,1250,29,112,225,AMD,GDDR
6144,480,1250,51,112,360,AMD,GDDR
3072,240,1250,27,112,200,AMD,GDDR
6144,480,1250,59,112,400,AMD,GDDR
9216,720,1250,77,112,540,AMD,GDDR
3072,240,1250,30,112,200,AMD,GDDR
3072,240,1250,29,112,225,AMD,GDDR
2048,192,1500,30,96,185,AMD,GDDR
2048,192,1500,31,96,185,AMD,GDDR
3072,240,1250,26,112,200,AMD,GDDR
4096,384,1500,59,96,350,AMD,GDDR
2048,192,1500,30,96,185,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
4096,320,1250,67,80,375,AMD,GDDR
2048,1536,1200,34,80,175,AMD,GDDR
2048,1568,1225,35,80,175,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
2048,160,1250,34,80,200,AMD,GDDR
2048,160,1250,37,80,200,AMD,GDDR
2048,160,1250,35,80,200,AMD,GDDR
2048,1536,1200,34,80,175,AMD,GDDR
2048,160,1250,35,80,200,AMD,GDDR
2048,1536,1200,33,80,175,AMD,GDDR
2048,1536,1200,35,80,175,AMD,GDDR
2048,1536,1200,35,80,175,AMD,GDDR
2048,1536,1200,35,80,175,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
2048,1549,1210,32,80,175,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
2048,1536,1200,35,80,175,AMD,GDDR
4096,3072,1200,64,80,350,AMD,GDDR
2048,160,1250,34,80,200,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
1024,160,1250,28,64,200,AMD,GDDR
2048,160,1250,31,64,85,AMD,GDDR
1024,1536,1200,31,64,100,AMD,GDDR
2048,160,1250,28,64,130,AMD,GDDR
2048,1536,1200,32,80,175,AMD,GDDR
1024,1568,1225,32,64,100,AMD,GDDR
2048,1536,1200,29,64,130,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
2048,160,1250,29,64,130,AMD,GDDR
2048,1536,1200,32,64,130,AMD,GDDR
2048,1536,1200,30,64,130,AMD,GDDR
1024,1536,1200,29,64,100,AMD,GDDR
2048,1568,1225,32,64,130,AMD,GDDR
2048,160,1250,32,64,85,AMD,GDDR
2048,1536,1200,31,64,130,AMD,GDDR
2048,1536,1200,29,64,130,AMD,GDDR
1024,1536,1200,29,64,100,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
2048,160,1250,31,64,85,AMD,GDDR
2048,1536,1200,32,64,150,AMD,GDDR
4096,3072,1200,55,64,260,AMD,GDDR
2048,1549,1210,28,64,130,AMD,GDDR
1024,1536,1200,28,64,130,AMD,GDDR
2048,1536,1200,29,64,130,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
1024,160,1250,28,64,200,AMD,GDDR
2048,1536,1200,28,64,130,AMD,GDDR
1024,1024,1600,16,56,105,AMD,GDDR
2048,1024,1600,17,56,105,AMD,GDDR
1024,96,1500,17,56,105,AMD,GDDR
2048,1024,1600,17,56,105,AMD,GDDR
2048,96,1500,17,56,105,AMD,GDDR
2048,1024,1600,17,56,105,AMD,GDDR
1024,96,1500,17,56,105,AMD,GDDR
1024,1024,1600,17,56,105,AMD,GDDR
2048,1024,1600,17,56,105,AMD,GDDR
1024,96,1500,17,56,105,AMD,GDDR
1024,1024,1600,17,56,105,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,797,1245,18,40,55,AMD,GDDR
1024,96,1500,16,56,85,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
2048,192,1500,32,56,170,AMD,GDDR
1024,80,1250,18,40,80,AMD,GDDR
2048,1024,1600,16,56,105,AMD,GDDR
1024,80,1250,18,40,65,AMD,GDDR
1024,832,1300,18,40,60,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,18,40,80,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,16,40,150,AMD,GDDR
1024,72,1125,18,40,80,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,736,1150,16,40,86,AMD,GDDR
1024,72,1125,17,40,80,AMD,GDDR
1024,80,1250,18,40,65,AMD,GDDR
1024,736,1150,18,40,86,AMD,GDDR
1024,736,1150,16,40,150,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,832,1300,18,40,60,AMD,GDDR
2048,736,1150,16,40,150,AMD,GDDR
2048,72,1125,16,40,80,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
2048,144,1125,32,40,160,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
2048,256,800,13,32,65,AMD,DDR
1024,72,1125,13,32,55,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
1024,256,800,13,32,59,AMD,DDR
1024,72,1125,13,32,55,AMD,GDDR
4096,256,800,13,32,64,AMD,DDR
1024,72,1125,13,32,55,AMD,GDDR
2048,256,800,13,32,65,AMD,DDR
1024,72,1125,14,32,55,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
1024,72,1125,14,32,55,AMD,GDDR
2048,256,800,14,32,65,AMD,DDR
1024,72,1125,13,32,61,AMD,GDDR
2048,144,1125,26,32,110,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
1024,72,1125,14,32,55,AMD,GDDR
1024,288,900,6,24,47,AMD,DDR
1024,736,1150,13,32,86,AMD,GDDR
4096,208,650,6,24,47,AMD,DDR
2048,288,900,6,24,47,AMD,DDR
2048,256,800,6,24,47,AMD,DDR
1024,1344,1050,27,40,150,AMD,GDDR
2048,288,900,6,24,47,AMD,DDR
1024,288,900,5,24,33,AMD,DDR
1024,64,1000,5,24,45,AMD,GDDR
1024,736,1150,14,32,75,AMD,GDDR
1024,72,1125,6,24,47,AMD,GDDR
2048,256,800,6,24,66,AMD,DDR
1024,512,800,5,24,60,AMD,GDDR
1024,64,1000,6,24,66,AMD,GDDR
1024,256,800,5,24,60,AMD,DDR
1024,288,900,5,24,44,AMD,DDR
512,288,900,3,8,18,AMD,GDDR
1024,128,800,6,20,18,AMD,DDR
512,128,800,3,8,19,AMD,GDDR
512,128,800,3,8,25,AMD,DDR
512,85,533,3,8,18,AMD,GDDR
2048,1792,1400,30,80,150,AMD,GDDR
2048,1536,1200,24,80,175,AMD,GDDR
1024,96,1500,16,56,85,AMD,GDDR
3072,264,1375,30,128,250,AMD,GDDR
3072,240,1250,30,112,200,AMD,GDDR
2048,72,1125,13,32,55,AMD,GDDR
2048,72,1125,16,40,80,AMD,GDDR
2048,736,1150,8,24,75,AMD,GDDR
512,85,533,3,8,18,AMD,DDR
512,288,900,3,8,18,AMD,GDDR
512,128,800,3,8,25,AMD,DDR
2048,288,900,6,20,30,AMD,DDR
256,112,350,2,8,24,Nvidia,DDR
256,352,550,67,32,124,Nvidia,GDDR
256,152,475,2,4,74,Nvidia,DDR
128,51,320,1,8,24,Nvidia,DDR
32,27,166,1,4,24,Nvidia,DDR
128,112,350,2,4,35,Nvidia,DDR
128,112,350,64,8,39,Nvidia,DDR
1024,132,825,3,8,29,Nvidia,DDR
128,44,275,1,8,24,Nvidia,DDR
3072,3279,854,58,64,365,Nvidia,GDDR
1792,2258,1008,32,80,289,Nvidia,GDDR
3072,3548,924,67,60,500,Nvidia,GDDR
128,4,250,1,8,24,Nvidia,DDR
256,163,510,8,56,75,Nvidia,DDR
1792,2359,1053,34,80,289,Nvidia,GDDR
1024,544,850,4,32,69,Nvidia,GDDR
8192,769,1502,130,256,600,Nvidia,GDDR
512,64,400,2,8,31,Nvidia,DDR
512,126,790,4,16,33,Nvidia,DDR
1024,253,790,4,24,43,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
4096,384,1500,65,128,300,Nvidia,GDDR
4096,3845,1502,65,256,385,Nvidia,GDDR
4096,2255,1762,84,128,200,Nvidia,GDDR
2048,2115,1652,38,128,215,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
8192,769,1502,135,128,780,Nvidia,GDDR
4096,3845,1502,67,256,340,Nvidia,GDDR
2048,2016,1575,37,128,195,Nvidia,GDDR
2048,1923,1502,36,128,195,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
2048,2016,1575,37,128,215,Nvidia,GDDR
4096,1923,1502,34,128,215,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
4096,3845,1502,68,128,390,Nvidia,GDDR
8192,3203,1251,117,160,250,Nvidia,GDDR
11264,4935,1402,155,112,220,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3456,1350,122,160,250,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
1792,2238,999,32,80,289,Nvidia,GDDR
11264,4844,1376,152,112,220,Nvidia,GDDR
11264,4844,1376,148,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,143,56,250,Nvidia,GDDR
11264,4893,1390,148,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,143,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,145,56,250,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,502,1426,151,224,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,502,1426,148,56,220,Nvidia,GDDR
11264,502,1426,148,224,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,145,224,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,502,1426,151,56,220,Nvidia,GDDR
11264,4844,1376,139,112,250,Nvidia,GDDR
11264,4844,1376,143,112,250,Nvidia,GDDR
11264,4942,1404,151,56,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4844,1376,144,56,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4844,1376,147,56,220,Nvidia,GDDR
11264,4844,1376,147,56,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
11264,4844,1376,148,56,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4886,1388,150,224,220,Nvidia,GDDR
11264,4886,1388,139,224,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
8192,3203,1251,118,160,200,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
16384,6405,1251,222,160,360,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,320,1250,111,160,180,Nvidia,GDDR
8192,3233,1263,118,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3203,1251,114,160,200,Nvidia,GDDR
8192,3203,1251,115,160,180,Nvidia,GDDR
11264,4844,1376,139,56,220,Nvidia,GDDR
8192,3233,1263,118,160,180,Nvidia,GDDR
8192,3203,1251,113,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,320,1250,111,160,180,Nvidia,GDDR
8192,3203,1251,117,160,180,Nvidia,GDDR
8192,3203,1251,119,160,215,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3203,1251,118,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
11264,4844,1376,139,224,220,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3203,1251,113,160,300,Nvidia,GDDR
8192,3203,1251,124,160,300,Nvidia,GDDR
8192,3203,1251,118,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,272,2125,108,120,150,Nvidia,GDDR
8192,2563,2002,115,120,220,Nvidia,GDDR
8192,2563,2002,108,60,150,Nvidia,GDDR
8192,2595,2027,115,120,150,Nvidia,GDDR
8192,272,2125,120,120,150,Nvidia,GDDR
8192,2563,2002,115,120,150,Nvidia,GDDR
8192,2627,2052,117,120,150,Nvidia,GDDR
8192,3203,1251,111,160,180,Nvidia,GDDR
8192,2563,2002,119,120,150,Nvidia,GDDR
8192,2595,2027,115,120,150,Nvidia,GDDR
8192,2723,2127,117,120,150,Nvidia,GDDR
8192,2563,2002,112,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,113,120,150,Nvidia,GDDR
8192,2563,2002,121,120,150,Nvidia,GDDR
8192,2563,2002,112,120,150,Nvidia,GDDR
8192,2563,2002,113,120,150,Nvidia,GDDR
8192,2563,2002,110,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,119,120,150,Nvidia,GDDR
8192,2563,2002,114,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,109,120,150,Nvidia,GDDR
8192,2723,2127,120,120,150,Nvidia,GDDR
8192,2563,2002,114,120,180,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,119,120,150,Nvidia,GDDR
8192,2563,2002,119,120,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,117,120,150,Nvidia,GDDR
8192,2563,2002,110,120,150,Nvidia,GDDR
8192,2563,2002,110,120,150,Nvidia,GDDR
8192,2563,2002,108,60,150,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
8192,2563,2002,113,120,150,Nvidia,GDDR
6144,1922,2002,89,80,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
6144,1922,2002,85,80,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
8192,2563,2002,108,120,150,Nvidia,GDDR
3072,1922,2002,86,72,120,Nvidia,GDDR
6144,1922,2002,86,80,120,Nvidia,GDDR
6144,1922,2002,83,80,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
3072,1922,2002,83,72,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
6144,1946,2027,84,80,120,Nvidia,GDDR
6144,1922,2002,83,80,120,Nvidia,GDDR
6144,1946,2027,84,80,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
3072,197,2052,86,72,120,Nvidia,GDDR
6144,1922,2002,85,80,120,Nvidia,GDDR
8192,2723,2127,117,120,150,Nvidia,GDDR
6144,197,2052,86,80,120,Nvidia,GDDR
6144,1922,2002,86,80,130,Nvidia,GDDR
6144,1922,2002,89,80,120,Nvidia,GDDR
6144,1922,2002,84,80,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
6144,1922,2002,84,80,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
6144,1922,2002,85,80,120,Nvidia,GDDR
6144,1922,2002,87,80,120,Nvidia,GDDR
3072,1922,2002,85,72,120,Nvidia,GDDR
3072,1922,2002,85,72,120,Nvidia,GDDR
3072,1922,2002,87,72,120,Nvidia,GDDR
3072,1922,2002,83,72,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
6144,1922,2002,89,80,120,Nvidia,GDDR
3072,1922,2002,84,72,120,Nvidia,GDDR
3072,1922,2002,88,72,120,Nvidia,GDDR
6144,1922,2002,89,80,120,Nvidia,GDDR
6144,1922,2002,88,80,120,Nvidia,GDDR
3072,1922,2002,89,72,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
6144,1946,2027,90,80,120,Nvidia,GDDR
6144,1922,2002,90,80,140,Nvidia,GDDR
6144,1922,2002,86,80,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
6144,1922,2002,82,80,120,Nvidia,GDDR
3072,1922,2002,86,72,120,Nvidia,GDDR
3072,1922,2002,82,72,120,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
4096,1121,1752,48,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,46,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,48,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,46,48,75,Nvidia,GDDR
4096,1121,1752,48,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,48,48,75,Nvidia,GDDR
4096,1121,1752,48,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,47,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
4096,1121,1752,45,48,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,48,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,50,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,48,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,50,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,1121,1752,50,40,75,Nvidia,GDDR
2048,1121,1752,49,40,75,Nvidia,GDDR
2048,1923,1502,38,128,195,Nvidia,GDDR
2048,1121,1752,47,40,75,Nvidia,GDDR
2048,32,1000,24,32,30,Nvidia,GDDR
2048,1121,1752,50,40,75,Nvidia,GDDR
2048,1923,1502,38,128,195,Nvidia,GDDR
2048,1923,1502,36,128,195,Nvidia,GDDR
2048,1923,1502,34,128,195,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
2048,1984,1550,38,128,195,Nvidia,GDDR
2048,2016,1575,39,128,195,Nvidia,GDDR
4096,1923,1502,38,128,195,Nvidia,GDDR
2048,1923,1502,41,128,195,Nvidia,GDDR
2048,1923,1502,38,128,195,Nvidia,GDDR
4096,1923,1502,35,128,195,Nvidia,GDDR
4096,1923,1502,34,128,195,Nvidia,GDDR
4096,1923,1502,36,128,195,Nvidia,GDDR
2048,1987,1552,37,128,195,Nvidia,GDDR
2048,1923,1502,38,128,195,Nvidia,GDDR
2048,1987,1552,36,128,195,Nvidia,GDDR
2048,1923,1502,37,128,195,Nvidia,GDDR
2048,1987,1552,37,128,195,Nvidia,GDDR
4096,1923,1502,38,128,195,Nvidia,GDDR
4096,1923,1502,38,128,195,Nvidia,GDDR
4096,1923,1502,34,128,225,Nvidia,GDDR
2048,1923,1502,34,128,195,Nvidia,GDDR
4096,1923,1502,32,112,170,Nvidia,GDDR
2048,1923,1502,38,128,195,Nvidia,GDDR
2048,2115,1652,38,112,195,Nvidia,GDDR
2048,1923,1502,36,128,195,Nvidia,GDDR
4096,3845,1502,63,112,340,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1923,1502,33,112,170,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1955,1527,35,112,185,Nvidia,GDDR
4096,1923,1502,34,112,180,Nvidia,GDDR
2048,1923,1502,33,112,170,Nvidia,GDDR
2048,1923,1502,34,112,180,Nvidia,GDDR
2048,1955,1527,35,112,170,Nvidia,GDDR
2048,1923,1502,33,112,170,Nvidia,GDDR
2048,1923,1502,35,112,170,Nvidia,GDDR
4096,1923,1502,33,112,170,Nvidia,GDDR
4096,1923,1502,35,112,170,Nvidia,GDDR
2048,1987,1552,32,112,225,Nvidia,GDDR
2048,1987,1552,35,112,170,Nvidia,GDDR
4096,1923,1502,35,112,170,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1923,1502,35,112,170,Nvidia,GDDR
2048,1923,1502,33,112,170,Nvidia,GDDR
4096,3973,1552,64,112,450,Nvidia,GDDR
2048,1923,1502,36,112,170,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1923,1502,34,112,170,Nvidia,GDDR
2048,1923,1502,32,112,170,Nvidia,GDDR
4096,3845,1502,69,224,340,Nvidia,GDDR
4096,1923,1502,31,112,170,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
2048,1442,1502,25,80,140,Nvidia,GDDR
